epoch,kl_weight,validation_loss,elbo_validation,reconstruction_loss_validation,kl_local_validation,kl_global_validation,train_loss,elbo_train,reconstruction_loss_train,kl_local_train,kl_global_train
140,1.0,23399.640625,23399.640625,23368.19140625,31.449724197387695,0.0,22046.646484375,22046.646484375,22021.705078125,24.941736221313477,0.0
141,1.0,23414.720703125,23414.720703125,23383.28125,31.438722610473633,0.0,22045.52734375,22045.51953125,22020.484375,25.035415649414062,0.0
142,1.0,23351.48828125,23351.484375,23320.142578125,31.342052459716797,0.0,22043.76953125,22043.759765625,22018.79296875,24.967456817626953,0.0
143,1.0,23328.111328125,23328.111328125,23296.6015625,31.510486602783203,0.0,22042.404296875,22042.400390625,22017.431640625,24.967878341674805,0.0
144,1.0,23412.482421875,23412.48046875,23380.146484375,32.334957122802734,0.0,22041.275390625,22041.267578125,22016.3046875,24.962575912475586,0.0
145,1.0,23370.767578125,23370.767578125,23338.958984375,31.809511184692383,0.0,22039.7890625,22039.791015625,22014.76171875,25.029544830322266,0.0
146,1.0,23367.451171875,23367.45703125,23335.494140625,31.963674545288086,0.0,22038.0390625,22038.037109375,22013.02734375,25.009973526000977,0.0
147,1.0,23342.748046875,23342.751953125,23311.279296875,31.473350524902344,0.0,22036.6640625,22036.66796875,22011.54296875,25.124422073364258,0.0
148,1.0,23396.080078125,23396.080078125,23364.1328125,31.948230743408203,0.0,22035.458984375,22035.458984375,22010.26953125,25.18916893005371,0.0
149,1.0,23399.986328125,23399.986328125,23368.287109375,31.699535369873047,0.0,22033.689453125,22033.701171875,22008.55859375,25.141695022583008,0.0
150,1.0,23333.638671875,23333.642578125,23302.01171875,31.63001251220703,0.0,22032.345703125,22032.34765625,22007.1484375,25.19979476928711,0.0
151,1.0,23376.9765625,23376.978515625,23344.80078125,32.178382873535156,0.0,22031.083984375,22031.09375,22005.8984375,25.196134567260742,0.0
152,1.0,23389.59765625,23389.59765625,23357.720703125,31.87672233581543,0.0,22029.642578125,22029.638671875,22004.41015625,25.22764015197754,0.0
153,1.0,23365.484375,23365.48046875,23333.443359375,32.0369987487793,0.0,22028.205078125,22028.20703125,22002.95703125,25.250690460205078,0.0
154,1.0,23362.1953125,23362.193359375,23330.064453125,32.12828063964844,0.0,22026.576171875,22026.578125,22001.384765625,25.193889617919922,0.0
155,1.0,23378.802734375,23378.80078125,23346.0390625,32.76229476928711,0.0,22025.666015625,22025.662109375,22000.287109375,25.375656127929688,0.0
156,1.0,23357.70703125,23357.708984375,23325.580078125,32.12895584106445,0.0,22023.89453125,22023.89453125,21998.630859375,25.264551162719727,0.0
157,1.0,23353.419921875,23353.416015625,23319.994140625,33.42176055908203,0.0,22022.90625,22022.892578125,21997.498046875,25.3949031829834,0.0
158,1.0,23363.482421875,23363.48046875,23330.8046875,32.67567443847656,0.0,22021.498046875,22021.498046875,21996.078125,25.4190731048584,0.0
159,1.0,23345.431640625,23345.435546875,23313.41015625,32.026123046875,0.0,22019.591796875,22019.583984375,21994.142578125,25.441097259521484,0.0
160,1.0,23405.521484375,23405.5234375,23372.556640625,32.966060638427734,0.0,22018.275390625,22018.28125,21992.8828125,25.39838409423828,0.0
161,1.0,23362.455078125,23362.453125,23329.984375,32.46847152709961,0.0,22016.90625,22016.91796875,21991.462890625,25.454566955566406,0.0
162,1.0,23358.564453125,23358.5625,23326.21875,32.34341812133789,0.0,22015.291015625,22015.287109375,21989.7734375,25.5137996673584,0.0
163,1.0,23376.341796875,23376.34375,23343.1640625,33.17901611328125,0.0,22013.923828125,22013.91796875,21988.380859375,25.53780746459961,0.0
164,1.0,23341.74609375,23341.74609375,23308.8515625,32.8944091796875,0.0,22012.283203125,22012.275390625,21986.654296875,25.621980667114258,0.0
165,1.0,23366.005859375,23366.005859375,23333.1015625,32.90403366088867,0.0,22010.94140625,22010.9375,21985.333984375,25.604236602783203,0.0
166,1.0,23380.505859375,23380.501953125,23347.998046875,32.50461959838867,0.0,22009.19921875,22009.19921875,21983.5546875,25.643857955932617,0.0
167,1.0,23375.408203125,23375.40625,23342.435546875,32.97053527832031,0.0,22007.779296875,22007.787109375,21982.154296875,25.632205963134766,0.0
168,1.0,23369.1015625,23369.09765625,23335.7734375,33.32331085205078,0.0,22006.33984375,22006.32421875,21980.654296875,25.670019149780273,0.0
169,1.0,23398.513671875,23398.51171875,23365.5703125,32.94049835205078,0.0,22004.931640625,22004.91796875,21979.2421875,25.67664909362793,0.0
170,1.0,23370.3046875,23370.3046875,23337.162109375,33.143165588378906,0.0,22003.794921875,22003.787109375,21977.994140625,25.792531967163086,0.0
171,1.0,23401.560546875,23401.564453125,23368.4375,33.126380920410156,0.0,22002.20703125,22002.201171875,21976.369140625,25.83245086669922,0.0
172,1.0,23377.77734375,23377.77734375,23343.9609375,33.8156852722168,0.0,22000.48046875,22000.484375,21974.69921875,25.785402297973633,0.0
173,1.0,23370.263671875,23370.26171875,23336.814453125,33.447059631347656,0.0,21999.298828125,21999.30078125,21973.466796875,25.834672927856445,0.0
174,1.0,23378.619140625,23378.619140625,23345.181640625,33.43819808959961,0.0,21997.404296875,21997.400390625,21971.490234375,25.909929275512695,0.0
175,1.0,23355.5625,23355.568359375,23322.34765625,33.21984100341797,0.0,21996.130859375,21996.125,21970.220703125,25.904312133789062,0.0
176,1.0,23341.740234375,23341.740234375,23308.337890625,33.4022216796875,0.0,21994.765625,21994.771484375,21968.8671875,25.90476417541504,0.0
177,1.0,23403.87109375,23403.87109375,23370.451171875,33.42081832885742,0.0,21993.26171875,21993.271484375,21967.330078125,25.94070053100586,0.0
178,1.0,23386.818359375,23386.818359375,23353.06640625,33.75141525268555,0.0,21991.990234375,21991.990234375,21965.962890625,26.026901245117188,0.0
179,1.0,23356.09765625,23356.09765625,23322.90234375,33.19511413574219,0.0,21990.33984375,21990.345703125,21964.26171875,26.083364486694336,0.0
180,1.0,23359.572265625,23359.572265625,23325.873046875,33.69872283935547,0.0,21988.56640625,21988.564453125,21962.509765625,26.055004119873047,0.0
181,1.0,23376.69140625,23376.6953125,23342.923828125,33.77196502685547,0.0,21987.298828125,21987.318359375,21961.2109375,26.107728958129883,0.0
182,1.0,23325.63671875,23325.6328125,23291.79296875,33.83939743041992,0.0,21986.244140625,21986.24609375,21960.044921875,26.201934814453125,0.0
183,1.0,23354.603515625,23354.607421875,23320.59765625,34.00935745239258,0.0,21984.392578125,21984.39453125,21958.263671875,26.13144302368164,0.0
184,1.0,23379.62109375,23379.625,23346.021484375,33.60333251953125,0.0,21982.791015625,21982.77734375,21956.53125,26.245779037475586,0.0
185,1.0,23387.685546875,23387.68359375,23353.939453125,33.744728088378906,0.0,21981.560546875,21981.55859375,21955.2890625,26.26866912841797,0.0
186,1.0,23398.7734375,23398.7734375,23364.966796875,33.80574417114258,0.0,21980.29296875,21980.296875,21954.01953125,26.277223587036133,0.0
187,1.0,23349.494140625,23349.494140625,23315.943359375,33.55028533935547,0.0,21978.53125,21978.541015625,21952.2578125,26.282428741455078,0.0
188,1.0,23369.97265625,23369.970703125,23336.072265625,33.89907455444336,0.0,21977.1640625,21977.158203125,21950.73046875,26.42696189880371,0.0
189,1.0,23385.162109375,23385.1640625,23351.5625,33.602230072021484,0.0,21975.439453125,21975.439453125,21949.080078125,26.360322952270508,0.0
